	ramen	water	colla	rice	kimchi	pie	snack	gum	ice	garu	seereal	dobu	bread	mando	sugar	gochu	doenjang	ssamjang	oil	ganjang	ketchup	mayonnaise	chamoil	kim	fish	crab	chamchi	ham	powder	juice	cider	coffee	milk	yakult	hite	soju	hip	tooth	tissue	hyuji	napkin	shampoo	pongpong
chamchi	0.062059294928	0.15092698419	0.086841282818	0.089226073386	0.037382643934	0.15399622789	0.047699752922	0.14030199756	0.1924242003	0.24006909105	0.025723981116	0.083021308131	0.072246399361	0.012606566072	0.3225710845	0.083343412217	0.15089015884	0.064794918472	0.20374757942	0.062295197827	0.069448576529	0.16593014711	0.019806774458	0.1220932989	0.074518883539	0.10571179562	1	0.054183330871	0.096278283665	0.11646092719	0.070702351213	0.13911635646	0.064014216204	0.15616161883	0.16089484762	0.12551205953	0.17378499129	0.094429595887	0	0.15227000226	0.1961484229	0.060850044688	0.058481198245
ham	0.17099973265	0.24709721427	0.25051384703	0.10349131202	0.048431914937	0.42565455472	0.20539588768	0.28304865781	0.24915643068	0.12364815809	0.23221589476	0.23642295772	0.21989274576	0.057770679007	0.17729446824	0.16101866981	0.088833622694	0.28546719919	0.16453338892	0.18630246412	0.24295145848	0.25433579738	0.18639265436	0.19459880352	0.1958948842	0.24443238515	0.054183330871	1	0.16763478117	0.3406731466	0.19845722044	0.39906307111	0.11193677627	0.12757166156	0.16406172672	0.11490797588	0.15575361506	0.095688115886	0.33715456568	0.28824294642	0.28873143852	0.27129002938	0.39229772298
powder	0.058568654025	0.13915001491	0.15200215838	0.094446374251	0.050135253693	0.17815959085	0.1026985716	0.065083258888	0.096473723087	0.10629639265	0.09745776805	0.093454138209	0.061493217804	0.0092602901325	0.075938394112	0.070237353356	0.044724392826	0.09734715205	0.22754978822	0.086430105951	0.060815478103	0.14538149447	0.075035743235	0.068913477268	0.071198730307	0.091820927536	0.096278283665	0.16763478117	1	0.15720825394	0.16831361352	0.21377549574	0.18232677694	0.16154484276	0.21647742592	0.091684574572	0.18391785068	0.19201173728	0.068327087614	0.057842112067	0.12524335902	0.10272105164	0.13774752588
juice	0.12056340713	0.15244291291	0.13230217376	0.083015574344	0.022711866058	0.25887814099	0.11246730837	0.10500058065	0.1528788843	0.21506841233	0.15463063101	0.10571617568	0.11275473894	0.10899513171	0.098225098709	0.19862850524	0.086548238995	0.20188450949	0.14746979691	0.12378531499	0.31368729623	0.17622004381	0.11142044501	0.1049314322	0.15906734772	0.19524513781	0.11646092719	0.3406731466	0.15720825394	1	0.1820647907	0.23351462119	0.15163985484	0.18709278635	0.13854601869	0.25150173054	0.19617029212	0.093070807648	0.1088055391	0.17752229176	0.16905534865	0.098906640302	0.21878252828
cider	0.094391292019	0.11797863048	0.25503949146	0.16139217489	0.053867150877	0.12596948515	0.093620821604	0.25284652557	0.17425525744	0.25095943768	0.29443204775	0.046241290173	0.11898493792	0.057336980265	0.14901807963	0.19049578049	0.071960831178	0.1296493284	0.21786972376	0.058352287722	0.066406662788	0.22747688655	0.060451049586	0.14495991492	0.14424274597	0.23107125945	0.070702351213	0.19845722044	0.16831361352	0.1820647907	1	0.23405037039	0.12679761384	0.098109975997	0.15955220503	0.14083338899	0.093724377534	0.096501530377	0.21178323455	0.26375684118	0.17301641241	0.12976377192	0.22030303725
coffee	0.19366420652	0.18661388119	0.26850113211	0.16566984366	0.063442130975	0.27242500855	0.24440691801	0.35419296044	0.24729605087	0.1743549089	0.30899178487	0.23583997584	0.21748750661	0.039998313245	0.18356666406	0.25210372969	0.1444637405	0.27263796407	0.16414214247	0.075192790918	0.1388123195	0.27036739698	0.15138325281	0.20243616289	0.15237541013	0.19760384505	0.13911635646	0.39906307111	0.21377549574	0.23351462119	0.23405037039	1	0.15153420951	0.11325389915	0.26627023476	0.1439811259	0.24427838833	0.12068877989	0.32869071998	0.32147639926	0.32521635435	0.1682585879	0.36080941177
milk	0.33827382119	0.13644560099	0.079463994227	0.31245236142	0.040413259322	0.22930889605	0.11925113073	0.089133831171	0.15993667319	0.16384726013	0.16115493301	0.051121153365	0.19517975329	0.25542687168	0.18954223831	0.059137119223	0.099906740598	0.20712491236	0.3360036058	0.040441664997	0.024194856335	0.080264152888	0.040846580951	0.0074623359992	0.095077976283	0.072061962018	0.064014216204	0.11193677627	0.18232677694	0.15163985484	0.12679761384	0.15153420951	1	0.13438574055	0.21598646622	0.071199885142	0.15663144063	0.05600493534	0.041808356515	0.095013819565	0.11615935248	0.071328487189	0.11264168645
yakult	0.042410279818	0.10869995419	0.18754632641	0.043160499098	0.053153168265	0.10728337469	0.071794122047	0.15527620609	0.1203669212	0.14429395136	0.063232956071	0.037886634643	0.17878477373	0.085968562363	0.077400832969	0.088426848549	0.065323686176	0.0954681006	0.080235576195	0.068006380562	0.12528525888	0.083307266537	0.23197058891	0.10846296594	0.07118210161	0.19312928926	0.15616161883	0.12757166156	0.16154484276	0.18709278635	0.098109975997	0.11325389915	0.13438574055	1	0.14042470818	0.2146987651	0.12929996174	0.14131734069	0	0.10728180607	0.091867161111	0.076116582046	0.067622332683
hite	0.14931660335	0.32669794363	0.13448293421	0.11365458969	0.086879265358	0.12714177725	0.13737814247	0.18916613551	0.17177638435	0.19451449219	0.20455077931	0.050397022967	0.18296143855	0.074644870615	0.12817320981	0.16911035648	0.15761461631	0.15135029352	0.23589384959	0.083596683778	0.032623636334	0.20501053428	0.081958611954	0.084018483551	0.1812572381	0.13432871028	0.16089484762	0.16406172672	0.21647742592	0.13854601869	0.15955220503	0.26627023476	0.21598646622	0.14042470818	1	0.069340826224	0.23334864228	0.23417419642	0.11664494348	0.27495638758	0.19338329179	0.19616418314	0.18638938954
soju	0.013979275884	0.077476071306	0.064296857836	0.02431225546	0.037417657181	0.20547137305	0.2964451333	0.17458716271	0.16465505552	0.20448373866	0.17166808793	0.088665333126	0.11628795418	0.094083813917	0.023169474836	0.11710205993	0.08847521213	0.014562797803	0.069588096669	0.025051730776	0.11103806352	0.19355025152	0.18506929878	0.050811819297	0.074630705411	0.11686189186	0.12551205953	0.11490797588	0.091684574572	0.25150173054	0.14083338899	0.1439811259	0.071199885142	0.2146987651	0.069340826224	1	0.1596747816	0.23253570062	0.061865106412	0.072463444844	0.063369182002	0.065545918127	0.077605855269
hip	0.15975047329	0.13089379617	0.22004684007	0.069723156369	0.064803347015	0.17468043796	0.1382277701	0.24697973929	0.15523453143	0.22246848505	0.20233196056	0.048062467747	0.13679924903	0.031965084179	0.11313215952	0.11267186167	0.18960378573	0.10961169443	0.088841997733	0.10161287052	0.11153335027	0.20766039528	0.050517193981	0.17594842075	0.11203535033	0.15957441717	0.17378499129	0.15575361506	0.18391785068	0.19617029212	0.093724377534	0.24427838833	0.15663144063	0.12929996174	0.23334864228	0.1596747816	1	0.17348125848	0.20228776263	0.22443161366	0.1957357014	0.18654269215	0.2185394023
tooth	0.030580717954	0.050463218773	0.13996558693	0.07380903228	0.040393816532	0.17391400337	0.081846076409	0.13405961064	0.19895360475	0.24093397301	0.15112307306	0.061892283732	0.10196981193	0	0.056163200382	0.042676722354	0.066259141068	0.054455890269	0.093576716159	0.032909609976	0.053642535635	0.16610638349	0.064365586278	0.037189615574	0.072460885595	0.06955706344	0.094429595887	0.095688115886	0.19201173728	0.093070807648	0.096501530377	0.12068877989	0.05600493534	0.14131734069	0.23417419642	0.23253570062	0.17348125848	1	0.094591837472	0.17641778339	0.1853308102	0.15952895216	0.16200696958
tissue	0.16168247683	0.10713647984	0.25981023829	0.12374596186	0	0.23896407689	0.11798038266	0.43867401344	0.22775235506	0.1238325041	0.20871306601	0.11107439415	0.052802159279	0.026637720161	0.19436242972	0.05997858275	0	0.091513821671	0.046467561139	0.079589786497	0.31828406332	0.22934628759	0.08487362055	0.092509057965	0.11249089978	0.18515607471	0	0.33715456568	0.068327087614	0.1088055391	0.21178323455	0.32869071998	0.041808356515	0	0.11664494348	0.061865106412	0.20228776263	0.094591837472	1	0.47061738128	0.34044410975	0.19464656818	0.39572554003
hyuji	0.17619048697	0.13777453261	0.24878713372	0.12592596586	0.018780887549	0.20701551215	0.11279259201	0.41736099268	0.21508096925	0.30952833808	0.21920769293	0.085865316152	0.099799737766	0.048481503267	0.32171279779	0.12078418699	0.054561690518	0.09368870379	0.098921041693	0.12235552182	0.086634197555	0.34864111002	0.10891481951	0.11014444869	0.16189020673	0.17659804297	0.15227000226	0.28824294642	0.057842112067	0.17752229176	0.26375684118	0.32147639926	0.095013819565	0.10728180607	0.27495638758	0.072463444844	0.22443161366	0.17641778339	0.47061738128	1	0.35593106158	0.17788971871	0.36855149767
napkin	0.19329116259	0.21369164151	0.30596914867	0.16688413661	0.0083370142104	0.28482705912	0.12707681755	0.3016824323	0.15060797336	0.21327944477	0.1460225058	0.073733695561	0.17298481604	0.066540599623	0.36190413185	0.068349070082	0.064153240172	0.11910474577	0.15903082989	0.10913971505	0.15272276064	0.26129924582	0.15768395916	0.053811913634	0.11397096811	0.19571604182	0.1961484229	0.28873143852	0.12524335902	0.16905534865	0.17301641241	0.32521635435	0.11615935248	0.091867161111	0.19338329179	0.063369182002	0.1957357014	0.1853308102	0.34044410975	0.35593106158	1	0.18783950832	0.32800378377
shampoo	0.089500387621	0.20384948973	0.11096191053	0.10045507938	0.05846377366	0.21242872318	0.074082056853	0.15047597753	0.2034120799	0.21796638318	0.16946630332	0.071272169179	0.1135326604	0.052411992118	0.091719348102	0.097022636365	0.047252769442	0.063159300938	0.086157787121	0.1642570712	0.070781668155	0.16550452982	0.088006250344	0.099112850582	0.13440355605	0.21882612719	0.060850044688	0.27129002938	0.10272105164	0.098906640302	0.12976377192	0.1682585879	0.071328487189	0.076116582046	0.19616418314	0.065545918127	0.18654269215	0.15952895216	0.19464656818	0.17788971871	0.18783950832	1	0.22265055598
pongpong	0.16716997978	0.16584892944	0.25220432112	0.16503412704	0.026620956313	0.27252893268	0.070304205555	0.35579869561	0.13626046935	0.16427299318	0.17217445528	0.12212355001	0.23495814413	0.10479519465	0.2473905904	0.088820726677	0.10345571644	0.11383073997	0.057337148993	0.13470214475	0.10452859151	0.20133832736	0.12467860122	0.19737352226	0.12755929342	0.1867437354	0.058481198245	0.39229772298	0.13774752588	0.21878252828	0.22030303725	0.36080941177	0.11264168645	0.067622332683	0.18638938954	0.077605855269	0.2185394023	0.16200696958	0.39572554003	0.36855149767	0.32800378377	0.22265055598	1
